athlete_id,name,sport,era,grand_slams,masters_titles,career_wins,career_matches,weeks_at_no1,yearend_no1_count,years_in_top5,finals_won,finals_played,h2h_top10_wins,h2h_top10_total,hard_win_pct,clay_win_pct,grass_win_pct,clay_win_rate_std,grass_win_rate_std,career_win_rate,finals_win_rate,h2h_top10,surface_versatility,grand_slam_normalized,weeks_no1_normalized,masters_titles_normalized,career_win_rate_normalized,yearend_no1_normalized,finals_win_rate_normalized,h2h_top10_normalized,surface_versatility_normalized,longevity_normalized,composite_score
atp_102148,Fabrice Santoro,tennis,Modern Era,0.0,0,470,914,0.0,0,0,6,12,40,129,0.5348,0.4818,0.5714,0.187,0.2588,0.5142231947483589,0.5,0.31007751937984496,88.30394973029057,0.0,0.0,0.0,41.50665529777139,0.0,50.0,43.72093023255814,89.13718365543247,0.0,15.18
atp_102154,Marcos Ondruska,tennis,Modern Era,0.0,0,118,265,0.0,0,0,0,3,5,31,0.4684,0.45,0.4333,0.2702,0.2393,0.44528301886792454,0.0,0.16129032258064516,95.4417668229381,0.0,0.0,0.0,28.823105719169824,0.0,0.0,22.741935483870968,96.34235301682016,0.0,9.8
atp_102158,Patrick Rafter,tennis,Modern Era,3.1111111111111107,2,359,551,0.7916666666666666,0,4,12,26,35,84,0.6646,0.5143,0.7475,0.1949,0.2649,0.6515426497277677,0.46153846153846156,0.4166666666666667,69.30893368922679,12.12121212121212,0.2099911582670203,5.0,66.77056118566139,0.0,46.15384615384615,58.75,69.9629311043103,20.0,21.97
atp_102162,Chris Woodruff,tennis,Modern Era,0.0,1,109,216,0.0,0,0,2,4,9,31,0.5075,0.4634,0.5,0.281,0.1863,0.5046296296296297,0.5,0.2903225806451613,93.87385030433826,0.0,0.0,2.5,39.74164009052881,0.0,50.0,40.935483870967744,94.75964167602858,0.0,15.56
atp_102179,Antony Dupuis,tennis,Modern Era,0.0,0,86,214,0.0,0,0,1,2,2,9,0.4059,0.3448,0.4634,0.1748,0.2101,0.40186915887850466,0.5,0.2222222222222222,84.60176065332931,0.0,0.0,0.0,20.835864048517955,0.0,50.0,31.33333333333333,85.40006081225083,0.0,12.27
atp_102184,David Prinosil,tennis,Modern Era,0.0,0,169,390,0.0,0,0,3,6,9,50,0.4013,0.2381,0.5645,0.1805,0.2989,0.43333333333333335,0.5,0.18,57.628889552790696,0.0,0.0,0.0,26.624613664412816,0.0,50.0,25.379999999999995,58.172674355059506,0.0,10.92
atp_102202,Kenneth Carlsen,tennis,Modern Era,0.0,0,270,559,0.0,0,0,3,7,5,48,0.5062,0.2909,0.4559,0.3136,0.1935,0.48300536672629696,0.42857142857142855,0.10416666666666667,70.75897528766401,0.0,0.0,0.0,35.76322826995533,0.0,42.857142857142854,14.6875,71.42665526005527,0.0,11.6
atp_102205,Sebastien Lareau,tennis,Modern Era,0.0,0,100,238,0.0,0,0,0,0,4,18,0.4408,0.15,0.3871,0.248,0.2274,0.42016806722689076,0.0,0.2222222222222222,59.82562195676546,0.0,0.0,0.0,24.20248022416527,0.0,0.0,31.33333333333333,60.390135072649244,0.0,7.61
atp_102223,Karim Alami,tennis,Modern Era,0.0,0,163,352,0.0,0,0,2,6,9,31,0.375,0.5314,0.3333,0.2355,0.2325,0.4630681818181818,0.3333333333333333,0.2903225806451613,72.885150852146,0.0,0.0,0.0,32.095203493250445,0.0,33.33333333333333,40.935483870967744,73.57289336552827,0.0,12.0
atp_102227,Sargis Sargsian,tennis,Modern Era,0.0,0,157,366,0.0,0,0,1,3,4,36,0.3977,0.4327,0.4828,0.1566,0.2014,0.42896174863387976,0.3333333333333333,0.1111111111111111,88.89505801259652,0.0,0.0,0.0,25.820333568453393,0.0,33.33333333333333,15.666666666666664,89.73386962113484,0.0,11.08
atp_102238,Alberto Berasategui,tennis,Modern Era,0.0,0,279,478,0.0,0,0,14,23,11,39,0.4024,0.6477,0.0,0.2365,0.0,0.5836820083682008,0.6086956521739131,0.28205128205128205,15.099413351087708,0.0,0.0,0.0,54.28562336634779,0.0,60.86956521739131,39.76923076923077,15.241891048770478,0.0,12.59
atp_102247,Andrea Gaudenzi,tennis,Modern Era,0.0,0,220,451,0.0,0,0,3,9,13,46,0.375,0.5585,0.1,0.2415,0.1118,0.4878048780487805,0.3333333333333333,0.2826086956521739,40.08676769090058,0.0,0.0,0.0,36.6462379088828,0.0,33.33333333333333,39.847826086956516,40.46502545730129,0.0,10.42
atp_102257,Greg Rusedski,tennis,Modern Era,0.0,1,438,728,0.0,0,2,15,27,29,109,0.5908,0.3704,0.7049,0.2038,0.2375,0.6016483516483516,0.5555555555555556,0.26605504587155965,55.85258216317018,0.0,0.0,2.5,57.59105452937795,0.0,55.55555555555556,37.513761467889914,56.37960577204919,10.0,15.66
atp_102259,Jerome Golmard,tennis,Modern Era,0.0,0,145,289,0.0,0,0,2,4,10,33,0.5484,0.4474,0.4688,0.2712,0.2878,0.5017301038062284,0.5,0.30303030303030304,86.18228648668145,0.0,0.0,0.0,39.20818802044231,0.0,50.0,42.72727272727273,86.99550044898248,0.0,14.78
atp_102271,Hicham Arazi,tennis,Modern Era,0.0,0,221,447,0.0,0,0,1,3,16,53,0.4824,0.5,0.5143,0.2174,0.2621,0.49440715883668906,0.3333333333333333,0.3018867924528302,95.85157154639914,0.0,0.0,0.0,37.86091940100028,0.0,33.33333333333333,42.56603773584906,96.75602464769942,0.0,14.05
atp_102287,Albert Portas,tennis,Modern Era,0.0,1,142,340,0.0,0,0,1,4,10,26,0.2245,0.4739,0.2143,0.2108,0.2268,0.4176470588235294,0.25,0.38461538461538464,61.828581869061374,0.0,0.0,2.5,23.738667437734893,0.0,25.0,54.230769230769226,62.411994866034526,0.0,10.93
atp_102318,Andrei Pavel,tennis,Modern Era,0.0,1,281,548,0.0,0,0,3,9,17,59,0.4957,0.545,0.449,0.2781,0.2244,0.5127737226277372,0.3333333333333333,0.288135593220339,87.53638528002489,0.0,0.0,2.5,41.23998276220098,0.0,33.33333333333333,40.62711864406779,88.36237648565483,0.0,14.14
atp_102338,Yevgeny Kafelnikov,tennis,Modern Era,3.1111111111111107,0,613,920,4.75,0,8,27,49,47,114,0.6771,0.5779,0.697,0.2056,0.2688,0.6663043478260869,0.5510204081632653,0.41228070175438597,83.43620379768623,12.12121212121212,1.259946949602122,0.0,69.48640470220685,0.0,55.10204081632652,58.131578947368425,84.22350579042414,40.0,23.99
atp_102344,Karol Kucera,tennis,Modern Era,0.0,0,293,538,0.0,0,0,7,13,28,70,0.5516,0.475,0.5968,0.2073,0.2057,0.5446096654275093,0.5384615384615384,0.4,84.01454301055655,0.0,0.0,0.0,47.097129973179186,0.0,53.84615384615385,56.400000000000006,84.80730219806179,0.0,16.39
atp_102358,Thomas Enqvist,tennis,Modern Era,0.0,3,448,750,0.0,0,2,19,27,41,107,0.6397,0.4793,0.4878,0.2796,0.2697,0.5973333333333334,0.7037037037037037,0.38317757009345793,76.56779827468982,0.0,0.0,7.5,56.79718146433055,0.0,70.37037037037037,54.02803738317756,77.29029015971598,10.0,19.39
atp_102374,Alex Corretja,tennis,Modern Era,0.0,2,439,723,0.0,0,3,17,30,32,77,0.5612,0.6621,0.3636,0.2039,0.4082,0.607192254495159,0.5666666666666667,0.4155844155844156,60.57874896611,0.0,0.0,5.0,58.61101663011852,0.0,56.666666666666664,58.597402597402606,61.15036857016383,15.0,17.73
atp_102401,Scott Draper,tennis,Modern Era,0.0,0,108,237,0.0,0,0,1,4,4,31,0.4779,0.3415,0.4889,0.2666,0.2672,0.45569620253164556,0.25,0.12903225806451613,78.68192770865143,0.0,0.0,0.0,30.73891358567359,0.0,25.0,18.193548387096772,79.42436846767357,0.0,10.5
atp_102434,Vincent Spadea,tennis,Big 3 Era,0.0,0,312,671,0.0,0,0,1,5,21,76,0.4925,0.4259,0.4091,0.208,0.249,0.46497764530551416,0.2,0.27631578947368424,88.5482461118241,0.0,0.0,0.0,32.44650481357363,0.0,20.0,38.96052631578948,89.38378521168927,0.0,11.96
atp_102437,Adrian Voinea,tennis,Modern Era,0.0,0,136,312,0.0,0,0,1,2,4,29,0.4364,0.4667,0.2632,0.1323,0.2352,0.4358974358974359,0.5,0.13793103448275862,71.49447553998924,0.0,0.0,0.0,27.09635487454286,0.0,50.0,19.448275862068964,72.16909567489938,0.0,11.51
atp_102446,Andrei Medvedev,tennis,Modern Era,0.0,4,322,537,0.0,0,1,11,18,22,75,0.5613,0.668,0.4706,0.1655,0.2328,0.5996275605214153,0.6111111111111112,0.29333333333333333,74.34678179827891,0.0,0.0,10.0,57.219271253237956,0.0,61.111111111111114,41.36,75.04831622577234,5.0,18.17
atp_102450,Tim Henman,tennis,Modern Era,0.0,1,500,775,0.0,0,4,11,28,36,94,0.6518,0.5294,0.7143,0.2534,0.1549,0.6451612903225806,0.39285714285714285,0.3829787234042553,75.58126055125983,0.0,0.0,2.5,65.5965246045111,0.0,39.285714285714285,53.99999999999999,76.29444349028635,20.0,17.74
atp_102456,Felix Mantilla,tennis,Modern Era,0.0,1,315,533,0.0,0,0,11,22,14,46,0.4964,0.6592,0.3333,0.2219,0.251,0.5909943714821764,0.5,0.30434782608695654,57.693790303509296,0.0,0.0,2.5,55.630945145823674,0.0,50.0,42.91304347826087,58.23818750768574,0.0,15.05
atp_102521,Hendrik Dreekmann,tennis,Modern Era,0.0,0,97,217,0.0,0,0,0,2,6,28,0.5326,0.377,0.3667,0.1646,0.2469,0.4470046082949309,0.0,0.21428571428571427,75.86720343462098,0.0,0.0,0.0,29.139842144230617,0.0,0.0,30.21428571428571,76.5830845237506,0.0,9.02
atp_102539,Bohdan Ulihrach,tennis,Modern Era,0.0,0,230,478,0.0,0,0,3,10,16,60,0.4817,0.5156,0.2632,0.2699,0.263,0.4811715481171548,0.3,0.26666666666666666,64.4337644536144,0.0,0.0,0.0,35.4258440241194,0.0,30.0,37.6,65.04175989018701,0.0,11.43
atp_102548,Juan Antonio Marin,tennis,Modern Era,0.0,0,80,203,0.0,0,0,1,2,1,6,0.2727,0.4383,0.0,0.2074,0.0,0.39408866995073893,0.5,0.16666666666666666,42.53934607463019,0.0,0.0,0.0,19.40441691626478,0.0,50.0,23.5,42.94074631109747,0.0,9.19
atp_102562,Jiri Novak,tennis,Modern Era,0.0,0,339,604,0.0,0,1,7,14,21,70,0.5735,0.5639,0.4857,0.2022,0.249,0.5612582781456954,0.5,0.3,87.49640145201515,0.0,0.0,0.0,50.16012629033798,0.0,50.0,42.3,88.32201537121503,5.0,16.13
atp_102563,Thomas Johansson,tennis,Modern Era,1.5555555555555554,1,361,658,0.0,0,0,9,15,27,90,0.5623,0.3551,0.6154,0.1864,0.2855,0.5486322188449848,0.6,0.3,64.29028187261098,6.06060606060606,0.0,2.5,47.837195617798514,0.0,60.0,42.3,64.8969234110338,0.0,17.04
atp_102610,Albert Costa,tennis,Modern Era,1.5555555555555554,1,388,662,0.0,0,0,13,22,28,81,0.4952,0.665,0.2222,0.1263,0.2236,0.5861027190332326,0.5909090909090909,0.345679012345679,42.000558697998514,6.06060606060606,0.0,2.5,54.73098346796155,0.0,59.09090909090909,48.74074074074073,42.39687494986467,0.0,16.64
atp_102644,Franco Squillari,tennis,Modern Era,0.0,0,156,321,0.0,0,0,3,6,6,29,0.3623,0.5397,0.1429,0.0911,0.2041,0.48598130841121495,0.5,0.20689655172413793,48.393929879522105,0.0,0.0,0.0,36.310739259326,0.0,50.0,29.172413793103445,48.850573826590356,0.0,11.52
atp_102694,Lars Burgsmuller,tennis,Modern Era,0.0,0,90,242,0.0,0,0,1,2,3,18,0.3923,0.3125,0.3077,0.1913,0.2386,0.371900826446281,0.5,0.16666666666666666,87.66283119556914,0.0,0.0,0.0,15.322318059726845,0.0,50.0,23.5,88.49001554178734,0.0,11.52
atp_102701,Marcelo Rios,tennis,Modern Era,0.0,5,393,588,4.75,0,2,18,32,22,62,0.6667,0.687,0.5,0.24,0.3574,0.6683673469387755,0.5625,0.3548387096774194,73.36029347904964,0.0,1.259946949602122,12.5,69.86595336439446,0.0,56.25,50.032258064516135,74.05251942672028,10.0,20.25
atp_102703,Hyung Taik Lee,tennis,Big 3 Era,0.0,0,162,327,0.0,0,0,1,2,6,31,0.4833,0.5,0.4872,0.2579,0.3498,0.4954128440366973,0.5,0.1935483870967742,97.73181561498131,0.0,0.0,0.0,38.045944430772366,0.0,50.0,27.29032258064516,98.65401065364992,0.0,14.59
atp_102765,Nicolas Escude,tennis,Modern Era,0.0,0,172,304,0.0,0,0,4,6,20,53,0.6111,0.4151,0.6216,0.2569,0.2544,0.5657894736842105,0.6666666666666666,0.37735849056603776,69.80271996034662,0.0,0.0,0.0,50.99377144034122,0.0,66.66666666666666,53.20754716981132,70.46137673069252,0.0,16.65
atp_102776,Andrew Ilie,tennis,Modern Era,0.0,0,89,206,0.0,0,0,2,3,3,13,0.3905,0.5316,0.3125,0.2511,0.2485,0.4320388349514563,0.6666666666666666,0.23076923076923078,71.16737948263312,0.0,0.0,0.0,26.386453053473367,0.0,66.66666666666666,32.53846153846154,71.83891314708977,0.0,13.24
atp_102783,Rainer Schuettler,tennis,Modern Era,0.0,0,329,668,0.0,0,1,4,13,20,59,0.5253,0.3926,0.5556,0.1985,0.1911,0.49251497005988026,0.3076923076923077,0.3389830508474576,77.49158535350716,0.0,0.0,0.0,37.51279626588744,0.0,30.76923076923077,47.79661016949152,78.22279407097433,5.0,13.19
atp_102796,Magnus Norman,tennis,Modern Era,0.0,1,246,423,0.0,0,2,12,18,12,46,0.5779,0.6056,0.4667,0.1843,0.05,0.5815602836879432,0.6666666666666666,0.2608695652173913,80.91376117800448,0.0,0.0,2.5,53.89527042873906,0.0,66.66666666666666,36.78260869565217,81.67726146344206,10.0,17.55
atp_102834,Paul Goldstein,tennis,Modern Era,0.0,0,85,200,0.0,0,0,0,0,2,18,0.4189,0.4,0.5,0.2333,0.1957,0.425,0.0,0.1111111111111111,86.20698432524213,0.0,0.0,0.0,25.091454731490163,0.0,0.0,15.666666666666664,87.02043133574803,0.0,8.51
atp_102839,Nicolas Lapentti,tennis,Modern Era,0.0,0,323,622,0.0,0,0,5,12,12,57,0.487,0.5617,0.3667,0.22,0.285,0.5192926045016077,0.4166666666666667,0.21052631578947367,74.45671043580634,0.0,0.0,0.0,42.43932059951204,0.0,41.66666666666667,29.684210526315784,75.1592821472538,0.0,13.15
atp_102845,Carlos Moya,tennis,Modern Era,1.5555555555555554,3,578,900,1.5833333333333333,0,7,20,44,44,104,0.5955,0.7033,0.4643,0.1579,0.3426,0.6422222222222222,0.45454545454545453,0.4230769230769231,68.92505661595979,6.06060606060606,0.4199823165340406,7.5,65.0557975830072,0.0,45.45454545454545,59.653846153846146,69.57543177630264,35.0,21.07
atp_102854,Sjeng Schalken,tennis,Modern Era,0.0,0,295,563,0.0,0,0,9,12,15,68,0.5296,0.4643,0.6104,0.1647,0.1935,0.5239786856127886,0.75,0.22058823529411764,80.99871009093343,0.0,0.0,0.0,43.30146145343288,0.0,75.0,31.102941176470587,81.76301195225038,0.0,16.04
atp_102856,Gustavo Kuerten,tennis,Modern Era,4.666666666666666,5,361,556,34.041666666666664,1,4,20,29,38,74,0.6229,0.7011,0.4667,0.302,0.3507,0.6492805755395683,0.6896551724137931,0.5135135135135135,69.01525050252471,18.18181818181818,9.029619805481873,12.5,66.3543868758328,12.5,68.96551724137932,72.4054054054054,69.66647673019077,20.0,29.53
atp_102860,Agustin Calleri,tennis,Modern Era,0.0,0,210,399,0.0,0,0,3,9,11,39,0.449,0.6,0.2857,0.1371,0.2329,0.5263157894736842,0.3333333333333333,0.28205128205128205,59.18921923942013,0.0,0.0,0.0,43.73143965281289,0.0,33.33333333333333,39.76923076923077,59.74772727471846,0.0,12.28
atp_102869,Galo Blanco,tennis,Modern Era,0.0,0,122,297,0.0,0,0,1,2,4,18,0.2041,0.4684,0.1429,0.1873,0.2041,0.4107744107744108,0.5,0.2222222222222222,55.08752496560923,0.0,0.0,0.0,22.474244027814137,0.0,50.0,31.33333333333333,55.607329513351914,0.0,10.65
atp_102882,Mark Philippoussis,tennis,Modern Era,0.0,1,315,522,0.0,0,0,11,25,25,77,0.5993,0.5591,0.6892,0.2129,0.1707,0.603448275862069,0.44,0.3246753246753247,82.70537267365583,0.0,0.0,2.5,57.92220291579929,0.0,44.0,45.77922077922077,83.48577856165605,0.0,16.52
atp_102887,Ramon Delgado,tennis,Modern Era,0.0,0,108,219,0.0,0,0,0,1,2,23,0.4286,0.6265,0.1818,0.3245,0.2215,0.4931506849315068,0.0,0.08695652173913043,42.15573795985641,0.0,0.0,0.0,37.62975449799456,0.0,0.0,12.26086956521739,42.553518479468835,0.0,6.93
atp_102905,Stefan Koubek,tennis,Modern Era,0.0,0,215,469,0.0,0,0,3,6,8,42,0.4455,0.5,0.2963,0.232,0.2061,0.4584221748400853,0.5,0.19047619047619047,72.62103725776194,0.0,0.0,0.0,31.24043544114369,0.0,50.0,26.857142857142858,73.30628760168177,0.0,12.37
atp_102925,Justin Gimelstob,tennis,Modern Era,0.0,0,107,279,0.0,0,0,0,1,3,25,0.3859,0.32,0.4068,0.2761,0.2569,0.3835125448028674,0.0,0.12,88.23827090436706,0.0,0.0,0.0,17.458631226724727,0.0,0.0,16.919999999999998,89.07088508570259,0.0,7.94
atp_102950,Fernando Vicente,tennis,Modern Era,0.0,0,159,372,0.0,0,0,3,6,4,33,0.3786,0.4689,0.2941,0.1859,0.2357,0.4274193548387097,0.5,0.12121212121212122,77.30444539102129,0.0,0.0,0.0,25.536565389435456,0.0,50.0,17.09090909090909,78.03388826034725,0.0,11.59
atp_102967,Marc Gicquel,tennis,Big 3 Era,0.0,0,92,205,0.0,0,0,0,3,2,18,0.4216,0.4407,0.4231,0.2635,0.2613,0.44878048780487806,0.0,0.1111111111111111,97.24253087642822,0.0,0.0,0.0,29.466566808366995,0.0,0.0,15.666666666666664,98.1601090361864,0.0,9.62
atp_102998,Jan Michael Gambill,tennis,Modern Era,0.0,0,203,401,0.0,0,0,3,7,13,52,0.5586,0.2128,0.5227,0.1608,0.1268,0.5062344139650873,0.42857142857142855,0.25,50.63623144584211,0.0,0.0,0.0,40.03688682324735,0.0,42.857142857142854,35.25,51.11403369603455,0.0,11.83
atp_103017,Nicolas Kiefer,tennis,Modern Era,0.0,0,366,645,0.0,0,1,7,21,35,110,0.6037,0.4524,0.5946,0.1582,0.1602,0.5674418604651162,0.3333333333333333,0.3181818181818182,77.9711150489844,0.0,0.0,0.0,51.297776026795894,0.0,33.33333333333333,44.86363636363636,78.70684859701244,5.0,14.63
atp_103018,Max Mirnyi,tennis,Modern Era,0.0,0,245,487,0.0,0,0,1,4,16,54,0.5097,0.4059,0.5357,0.2124,0.2839,0.5030800821355236,0.25,0.2962962962962963,82.16982438106979,0.0,0.0,0.0,39.45655578061961,0.0,25.0,41.77777777777777,82.94517684838726,0.0,12.76
atp_103084,Guillermo Canas,tennis,Modern Era,0.0,1,255,450,0.0,0,0,8,17,21,51,0.5537,0.5905,0.5909,0.2545,0.2294,0.5666666666666667,0.47058823529411764,0.4117647058823529,94.45361744087137,0.0,0.0,2.5,51.155156591175185,0.0,47.05882352941176,58.05882352941176,95.34487948118203,0.0,17.38
atp_103096,Arnaud Clement,tennis,Modern Era,0.0,0,318,646,0.0,0,0,4,11,18,82,0.5071,0.4083,0.5376,0.1297,0.2448,0.49226006191950467,0.36363636363636365,0.21951219512195122,82.4519036560536,0.0,0.0,0.0,37.465898502788455,0.0,36.36363636363637,30.95121951219512,83.22991781655936,0.0,12.83
atp_103103,Dominik Hrbaty,tennis,Modern Era,0.0,0,361,679,0.0,0,0,7,14,33,84,0.5428,0.5363,0.24,0.2117,0.2176,0.5316642120765832,0.5,0.39285714285714285,55.09082691977131,0.0,0.0,0.0,44.715437479694494,0.0,50.0,55.392857142857146,55.61066262467328,0.0,14.08
atp_103105,Ruben Ramirez Hidalgo,tennis,Big 3 Era,0.0,0,68,201,0.0,0,0,0,0,3,16,0.1944,0.3935,0.0,0.1871,0.0,0.3383084577114428,0.0,0.1875,48.91719243547996,0.0,0.0,0.0,9.142025235265008,0.0,0.0,26.437499999999996,49.37877387531849,0.0,5.2
atp_103151,Mariano Zabaleta,tennis,Modern Era,0.0,0,203,417,0.0,0,0,3,8,16,44,0.3806,0.5556,0.0,0.2105,0.0,0.486810551558753,0.375,0.36363636363636365,26.24792825675858,0.0,0.0,0.0,36.46330264403154,0.0,37.5,51.272727272727266,26.495603070343048,0.0,10.42
atp_103163,Tommy Haas,tennis,Modern Era,0.0,1,572,919,0.0,0,1,17,30,50,140,0.6317,0.5929,0.6264,0.2184,0.1878,0.6224156692056583,0.5666666666666667,0.35714285714285715,94.53776834972362,0.0,0.0,2.5,61.41180634047707,0.0,56.666666666666664,50.357142857142854,95.42982443596657,5.0,18.9
atp_103171,Raemon Sluiter,tennis,Modern Era,0.0,0,90,221,0.0,0,0,0,4,4,19,0.3953,0.3871,0.4694,0.2196,0.3166,0.4072398190045249,0.0,0.21052631578947367,88.22992575045868,0.0,0.0,0.0,21.823953114265883,0.0,0.0,29.684210526315784,89.0624611871246,0.0,9.01
atp_103176,David Sanchez,tennis,Modern Era,0.0,0,87,206,0.0,0,0,2,2,3,18,0.2045,0.5032,0.0,0.2627,0.0,0.4223300970873786,1.0,0.16666666666666666,34.297448334323,0.0,0.0,0.0,24.60024847142757,0.0,100.0,23.5,34.62107822387206,0.0,12.71
atp_103188,Michael Russell,tennis,Big 3 Era,0.0,0,77,227,0.0,0,0,0,0,1,16,0.3741,0.2553,0.303,0.2593,0.2318,0.3392070484581498,0.0,0.0625,84.47876201006815,0.0,0.0,0.0,9.307347126907665,0.0,0.0,8.8125,85.27590155677896,0.0,6.49
atp_103206,Sebastien Grosjean,tennis,Modern Era,0.0,1,342,590,0.0,0,1,4,13,16,79,0.5635,0.5828,0.6533,0.2402,0.2304,0.5796610169491525,0.3076923076923077,0.20253164556962025,87.72740767852586,0.0,0.0,2.5,53.54584509674948,0.0,30.76923076923077,28.55696202531646,88.55520136686897,5.0,14.8
atp_103252,Alberto Martin,tennis,Modern Era,0.0,0,219,488,0.0,0,0,3,5,5,49,0.3464,0.5164,0.32,0.1228,0.2515,0.4487704918032787,0.6,0.10204081632653061,72.3260941841528,0.0,0.0,0.0,29.464727753269532,0.0,60.0,14.387755102040817,73.00856145239291,0.0,12.25
atp_103264,Mariano Puerta,tennis,Big 3 Era,0.0,0,128,247,0.0,0,0,3,10,7,22,0.3478,0.5838,0.0,0.2556,0.0,0.5182186234817814,0.3,0.3181818181818182,23.753093612458322,0.0,0.0,0.0,42.24173056819169,0.0,30.0,44.86363636363636,23.977227226927692,0.0,10.01
atp_103285,Radek Stepanek,tennis,Big 3 Era,0.0,0,386,690,0.0,0,0,6,14,24,104,0.5541,0.5519,0.589,0.1924,0.1925,0.5594202898550724,0.42857142857142855,0.23076923076923078,94.5962042162923,0.0,0.0,0.0,49.82197491037288,0.0,42.857142857142854,32.53846153846154,95.48881170195304,0.0,15.34
atp_103292,Gaston Gaudio,tennis,Big 3 Era,1.0,0,272,468,0.0,0,1,8,17,12,45,0.4211,0.6604,0.25,0.3047,0.2582,0.5811965811965812,0.47058823529411764,0.26666666666666666,46.47991607211972,3.896103896103896,0.0,0.0,53.82835678191212,0.0,47.05882352941176,37.6,46.91849943138426,5.0,14.66
atp_103294,Christophe Rochus,tennis,Big 3 Era,0.0,0,118,337,0.0,0,0,0,2,1,26,0.3228,0.4157,0.12,0.1374,0.1361,0.35014836795252224,0.0,0.038461538461538464,60.74039168845731,0.0,0.0,0.0,11.320320933398603,0.0,0.0,5.423076923076923,61.31353654931362,0.0,5.08
atp_103333,Ivo Karlovic,tennis,Big 3 Era,0.0,0,373,719,0.0,0,0,9,20,21,83,0.5199,0.4242,0.6271,0.2229,0.2469,0.5187760778859527,0.45,0.25301204819277107,73.64675249539803,0.0,0.0,0.0,42.34429051212597,0.0,45.0,35.67469879518072,74.3416814633901,0.0,13.63
atp_103344,Ivan Ljubicic,tennis,Big 3 Era,0.0,1,430,728,0.0,0,2,11,25,40,110,0.6034,0.5585,0.48,0.1544,0.2727,0.5906593406593407,0.44,0.36363636363636365,83.78428895807626,0.0,0.0,2.5,55.56930648596348,0.0,44.0,51.272727272727266,84.57487547393416,10.0,17.03
atp_103387,Paradorn Srichaphan,tennis,Modern Era,0.0,0,251,445,0.0,0,0,5,11,12,58,0.6049,0.2553,0.5556,0.3205,0.2696,0.5640449438202247,0.45454545454545453,0.20689655172413793,50.87276987473699,0.0,0.0,0.0,50.67281445497481,0.0,45.45454545454545,29.172413793103445,51.352804095799996,0.0,12.79
atp_103428,Juan Ignacio Chela,tennis,Modern Era,0.0,0,328,605,0.0,0,0,7,14,17,69,0.5,0.5964,0.2667,0.1802,0.2469,0.5421487603305785,0.5,0.2463768115942029,55.987823211374696,0.0,0.0,0.0,46.64437493728706,0.0,50.0,34.73913043478261,56.51612295150016,0.0,13.29
atp_103451,Bjorn Phau,tennis,Big 3 Era,0.0,0,80,218,0.0,0,0,0,0,1,17,0.4,0.3729,0.0714,0.2373,0.1361,0.3669724770642202,0.0,0.058823529411764705,52.64452037929832,0.0,0.0,0.0,14.41560491416641,0.0,0.0,8.294117647058822,53.14127279509437,0.0,5.04
atp_103454,Nicolas Massu,tennis,Big 3 Era,0.0,0,259,497,0.0,0,0,7,16,8,44,0.454,0.5765,0.3333,0.3134,0.265,0.5211267605633803,0.4375,0.18181818181818182,68.42908045060518,0.0,0.0,0.0,42.776766929569725,0.0,43.75,25.636363636363633,69.07477559189681,0.0,12.77
atp_103484,James Blake,tennis,Big 3 Era,0.0,0,368,626,0.0,0,2,10,24,20,75,0.6317,0.46,0.5161,0.1946,0.2785,0.5878594249201278,0.4166666666666667,0.26666666666666666,77.26930761879474,0.0,0.0,0.0,55.05418058672288,0.0,41.66666666666667,37.6,77.9984189289553,10.0,15.38
atp_103498,Marat Safin,tennis,Modern Era,3.1111111111111107,5,424,693,7.125,0,6,15,30,49,99,0.6034,0.5961,0.5778,0.1485,0.3292,0.6118326118326118,0.5,0.494949494949495,96.57604051812146,12.12121212121212,1.8899204244031829,12.5,59.46474526658279,0.0,50.0,69.78787878787878,97.48732969104476,30.0,25.47
atp_103507,Juan Carlos Ferrero,tennis,Modern Era,1.5555555555555554,4,479,741,6.333333333333333,0,4,16,34,41,102,0.5705,0.7278,0.6122,0.1348,0.2998,0.6464237516869096,0.47058823529411764,0.4019607843137255,78.8425206908995,6.06060606060606,1.6799292661361624,10.0,65.82879107469397,0.0,47.05882352941176,56.6764705882353,79.58647680140206,20.0,21.69
atp_103566,Michael Llodra,tennis,Big 3 Era,0.0,0,187,410,0.0,0,0,5,10,13,53,0.4538,0.3333,0.5946,0.2209,0.2079,0.4560975609756098,0.5,0.24528301886792453,66.04564141541913,0.0,0.0,0.0,30.81275513971371,0.0,50.0,34.58490566037736,66.66884648385795,0.0,12.31
atp_103582,Michael Berrer,tennis,Big 3 Era,0.0,0,88,233,0.0,0,0,0,2,3,21,0.4125,0.2979,0.2917,0.2574,0.2357,0.3776824034334764,0.0,0.14285714285714285,82.33893205574323,0.0,0.0,0.0,16.38600722824269,0.0,0.0,20.14285714285714,83.11588021897205,0.0,7.63
atp_103598,Xavier Malisse,tennis,Modern Era,0.0,0,294,568,0.0,0,0,3,12,16,57,0.494,0.4957,0.625,0.2213,0.2031,0.5176056338028169,0.25,0.2807017543859649,80.48983147250493,0.0,0.0,0.0,42.128953295940434,0.0,25.0,39.57894736842105,81.2493315675368,0.0,12.82
