athlete_id,name,sport,era,grand_slams,masters_titles,career_wins,career_matches,weeks_at_no1,yearend_no1_count,years_in_top5,finals_won,finals_played,h2h_top10_wins,h2h_top10_total,hard_win_pct,clay_win_pct,grass_win_pct,clay_win_rate_std,grass_win_rate_std,career_win_rate,finals_win_rate,h2h_top10,surface_versatility,grand_slam_normalized,weeks_no1_normalized,masters_titles_normalized,career_win_rate_normalized,yearend_no1_normalized,finals_win_rate_normalized,h2h_top10_normalized,surface_versatility_normalized,longevity_normalized,composite_score
atp_103602,Fernando Gonzalez,tennis,Big 3 Era,0.0,0,373,577,0.0,0,1,13,24,27,77,0.6103,0.7,0.6216,0.2291,0.2179,0.6464471403812825,0.5416666666666666,0.35064935064935066,87.31616069973211,0.0,0.0,0.0,65.83309410497884,0.0,54.166666666666664,49.44155844155844,88.14007387157069,5.0,18.34
atp_103632,Luis Horna,tennis,Big 3 Era,0.0,0,141,288,0.0,0,0,2,3,10,24,0.4138,0.5474,0.0,0.2105,0.0,0.4895833333333333,0.6666666666666666,0.4166666666666667,25.90193628295069,0.0,0.0,0.0,36.97343646164069,0.0,66.66666666666666,58.75,26.146346324672926,0.0,12.87
atp_103656,Albert Montanes,tennis,Big 3 Era,0.0,0,257,544,0.0,0,0,6,11,5,42,0.3065,0.5338,0.3158,0.089,0.2843,0.4724264705882353,0.5454545454545454,0.11904761904761904,66.60390249618345,0.0,0.0,0.0,33.81693277621171,0.0,54.54545454545454,16.785714285714285,67.23237530262267,0.0,12.07
atp_103694,Olivier Rochus,tennis,Big 3 Era,0.0,0,238,515,0.0,0,0,2,10,13,60,0.4762,0.3935,0.5309,0.252,0.256,0.4621359223300971,0.2,0.21666666666666667,82.04060421201498,0.0,0.0,0.0,31.92368725781537,0.0,20.0,30.55,82.81473736095545,0.0,11.09
atp_103720,Lleyton Hewitt,tennis,Modern Era,3.1111111111111107,2,619,883,63.33333333333333,2,6,31,48,67,140,0.7024,0.6323,0.7544,0.2751,0.1996,0.7010192525481314,0.6458333333333334,0.4785714285714286,84.09183250506887,12.12121212121212,16.799292661361626,5.0,75.87322065582617,25.0,64.58333333333334,67.47857142857143,84.8853209943673,30.0,30.89
atp_103722,Florent Serra,tennis,Big 3 Era,0.0,0,123,293,0.0,0,0,2,3,5,31,0.4167,0.4615,0.3462,0.1837,0.1749,0.4197952218430034,0.6666666666666666,0.16129032258064516,84.90907975769979,0.0,0.0,0.0,24.13388447645656,0.0,66.66666666666666,22.741935483870968,85.71027977222673,0.0,13.36
atp_103758,Taylor Dent,tennis,Big 3 Era,0.0,0,152,293,0.0,0,0,4,7,7,36,0.528,0.25,0.5577,0.2236,0.276,0.5187713310580204,0.5714285714285714,0.19444444444444445,55.934068577527455,0.0,0.0,0.0,42.34341719512828,0.0,57.14285714285714,27.416666666666668,56.4618610902334,0.0,12.99
atp_103781,Jurgen Melzer,tennis,Big 3 Era,0.0,0,353,689,0.0,0,0,5,13,13,75,0.5098,0.521,0.527,0.1927,0.2466,0.5123367198838897,0.38461538461538464,0.17333333333333334,97.73345069978134,0.0,0.0,0.0,41.159583402948,0.0,38.46153846153847,24.44,98.6556611670704,0.0,13.95
atp_103786,Nikolay Davydenko,tennis,Big 3 Era,0.0,3,484,822,0.0,0,6,21,28,38,120,0.5862,0.6066,0.3333,0.2003,0.2872,0.5888077858880778,0.75,0.31666666666666665,60.47363946865647,0.0,0.0,7.5,55.22865915748061,0.0,75.0,44.65,61.04426726204497,30.0,18.92
atp_103794,Benjamin Becker,tennis,Big 3 Era,0.0,0,154,375,0.0,0,0,1,3,6,39,0.4061,0.2444,0.5455,0.1581,0.2161,0.4106666666666667,0.3333333333333333,0.15384615384615385,60.87745335441686,0.0,0.0,0.0,22.454421366863215,0.0,33.33333333333333,21.692307692307693,61.45189152582453,0.0,9.35
atp_103808,Potito Starace,tennis,Big 3 Era,0.0,0,162,355,0.0,0,0,0,4,2,25,0.3111,0.5287,0.0833,0.1723,0.1667,0.4563380281690141,0.0,0.08,42.17603528365076,0.0,0.0,0.0,30.85699607079083,0.0,0.0,11.28,42.574007328317585,0.0,6.2
atp_103812,Victor Hanescu,tennis,Big 3 Era,0.0,0,201,445,0.0,0,0,1,5,5,42,0.3376,0.5417,0.4062,0.167,0.2614,0.451685393258427,0.2,0.11904761904761904,73.03481196449462,0.0,0.0,0.0,30.001008617815504,0.0,20.0,16.785714285714285,73.72396667649842,0.0,9.66
atp_103813,Jarkko Nieminen,tennis,Big 3 Era,0.0,0,411,761,0.0,0,0,2,13,12,90,0.5398,0.561,0.4386,0.2156,0.2145,0.5400788436268068,0.15384615384615385,0.13333333333333333,83.01719856498379,0.0,0.0,0.0,46.26355358311186,0.0,15.384615384615385,18.8,83.8005468345217,0.0,11.67
atp_103819,Roger Federer,tennis,Big 3 Era,20.0,28,1265,1545,307.0,5,19,103,157,226,353,0.8332,0.7567,0.87,0.2602,0.2344,0.8187702265372169,0.6560509554140127,0.6402266288951841,84.99418643054196,77.92207792207792,81.43236074270557,70.0,97.53693557163122,62.5,65.60509554140127,90.27195467422095,85.79618950956697,95.0,79.08
atp_103835,Filippo Volandri,tennis,Big 3 Era,0.0,0,178,403,0.0,0,0,2,9,8,31,0.1324,0.534,0.1538,0.2477,0.147,0.44168734491315137,0.2222222222222222,0.25806451612903225,41.33996871983947,0.0,0.0,0.0,28.16157696193329,0.0,22.22222222222222,36.387096774193544,41.73005166071453,0.0,8.69
atp_103852,Feliciano Lopez,tennis,Big 3 Era,0.0,0,512,1004,0.0,0,0,7,18,39,136,0.4947,0.4836,0.6268,0.2109,0.1947,0.5099601593625498,0.3888888888888889,0.2867647058823529,79.31660919342008,0.0,0.0,0.0,40.72234600379716,0.0,38.88888888888889,40.43382352941176,80.0650387915189,0.0,13.62
atp_103857,Igor Kunitsyn,tennis,Big 3 Era,0.0,0,89,241,0.0,0,0,1,1,0,13,0.3791,0.2667,0.3243,0.2275,0.1915,0.36929460580912865,1.0,0.0,85.40745907096122,0.0,0.0,0.0,14.84282800560475,0.0,100.0,0.0,86.21336178058466,0.0,13.66
atp_103888,Mardy Fish,tennis,Big 3 Era,0.0,0,303,526,0.0,0,0,6,20,24,76,0.5899,0.4615,0.6389,0.2903,0.2362,0.5760456273764258,0.3,0.3157894736842105,76.21464252067295,0.0,0.0,0.0,52.88068907841893,0.0,30.0,44.52631578947368,76.9338020365808,0.0,14.23
atp_103893,Paolo Lorenzi,tennis,Big 3 Era,0.0,0,110,295,0.0,0,0,1,4,0,19,0.3571,0.4196,0.1923,0.195,0.161,0.3728813559322034,0.25,0.0,69.51353279522546,0.0,0.0,0.0,15.502714964567165,0.0,25.0,0.0,70.16946080250436,0.0,7.51
atp_103898,Julien Benneteau,tennis,Big 3 Era,0.0,0,273,570,0.0,0,0,0,10,18,68,0.4944,0.4196,0.4737,0.2182,0.1248,0.4789473684210526,0.0,0.2647058823529412,89.97247316123682,0.0,0.0,0.0,35.01664150777889,0.0,0.0,37.3235294117647,90.82145123295206,0.0,10.82
atp_103900,David Nalbandian,tennis,Modern Era,0.0,2,383,579,0.0,0,2,11,24,35,97,0.6538,0.6603,0.6889,0.1947,0.1091,0.6614853195164075,0.4583333333333333,0.36082474226804123,95.15183110335488,0.0,0.0,5.0,68.5998043460878,0.0,45.83333333333333,50.876288659793815,96.0496814708282,10.0,19.48
atp_103908,Paul Henri Mathieu,tennis,Big 3 Era,0.0,0,276,584,0.0,0,0,4,10,10,69,0.4618,0.4865,0.4074,0.2196,0.2634,0.4726027397260274,0.4,0.14492753623188406,89.49325499995152,0.0,0.0,0.0,33.84936260859626,0.0,40.0,20.434782608695652,90.33771118073496,0.0,12.63
atp_103909,Guillermo Coria,tennis,Big 3 Era,0.0,2,219,335,0.0,0,3,10,21,11,40,0.5862,0.7166,0.5556,0.2601,0.3608,0.6537313432835821,0.47619047619047616,0.275,77.80189479666744,0.0,0.0,5.0,67.17323499484465,0.0,47.61904761904761,38.775000000000006,78.53603158650422,15.0,18.0
atp_103917,Nicolas Mahut,tennis,Big 3 Era,0.0,0,181,407,0.0,0,0,4,6,5,44,0.4105,0.3036,0.6204,0.2489,0.2355,0.44471744471744473,0.6666666666666666,0.11363636363636363,58.156838755388485,0.0,0.0,0.0,28.719051911845234,0.0,66.66666666666666,16.022727272727273,58.70560527351145,0.0,11.86
atp_103970,David Ferrer,tennis,Big 3 Era,0.0,1,740,1119,0.0,0,6,27,52,54,178,0.6352,0.705,0.6286,0.149,0.2722,0.6613047363717605,0.5192307692307693,0.30337078651685395,89.00918231971791,0.0,0.0,2.5,68.56658082672568,0.0,51.92307692307693,42.7752808988764,89.84907080244666,30.0,19.57
atp_103990,Tommy Robredo,tennis,Big 3 Era,0.0,1,534,896,0.0,0,2,12,23,22,112,0.5534,0.6608,0.5536,0.2742,0.2386,0.5959821428571429,0.5217391304347826,0.19642857142857142,83.9161745231691,0.0,0.0,2.5,56.548590694492376,0.0,52.17391304347826,27.696428571428573,84.7080055080163,10.0,16.52
atp_103997,Lukasz Kubot,tennis,Big 3 Era,0.0,0,99,229,0.0,0,0,0,2,2,14,0.3654,0.4742,0.52,0.1823,0.2668,0.43231441048034935,0.0,0.14285714285714285,79.38287746171355,0.0,0.0,0.0,26.437153183531446,0.0,0.0,20.14285714285714,80.13193236558261,0.0,8.46
atp_104019,Kristof Vliegen,tennis,Big 3 Era,0.0,0,89,212,0.0,0,0,0,2,4,21,0.4222,0.4286,0.3704,0.1751,0.2794,0.419811320754717,0.0,0.19047619047619047,91.71398256923614,0.0,0.0,0.0,24.13684633929305,0.0,0.0,26.857142857142858,92.57939348143168,0.0,9.31
atp_104022,Mikhail Youzhny,tennis,Big 3 Era,0.0,0,499,922,0.0,0,0,10,22,31,121,0.5436,0.5115,0.5648,0.1844,0.2238,0.5412147505422994,0.45454545454545453,0.256198347107438,93.03288252931596,0.0,0.0,0.0,46.47253668324659,0.0,45.45454545454545,36.123966942148755,93.91073854950456,0.0,15.27
atp_104053,Andy Roddick,tennis,Big 3 Era,1.0,5,612,827,13.0,1,6,32,52,37,110,0.7518,0.6387,0.7982,0.2257,0.1125,0.7400241837968561,0.6153846153846154,0.33636363636363636,78.69982644359236,3.896103896103896,3.4482758620689653,12.5,83.0493117084681,12.5,61.53846153846154,47.42727272727272,79.44243609464273,30.0,25.41
atp_104068,Robby Ginepri,tennis,Big 3 Era,0.0,0,189,393,0.0,0,0,3,4,13,59,0.5144,0.2857,0.48,0.253,0.2099,0.48091603053435117,0.75,0.22033898305084745,67.9841077331933,0.0,0.0,0.0,35.37883413636809,0.0,75.0,31.06779661016949,68.62560412272984,0.0,14.46
atp_104076,Jose Acasuso,tennis,Big 3 Era,0.0,0,193,376,0.0,0,0,4,12,6,24,0.3818,0.5911,0.0,0.0897,0.0,0.5132978723404256,0.3333333333333333,0.25,22.18574594248328,0.0,0.0,0.0,41.33641533990462,0.0,33.33333333333333,35.25,22.39509010240272,0.0,9.57
atp_104098,Dmitry Tursunov,tennis,Big 3 Era,0.0,0,234,457,0.0,0,0,7,9,13,58,0.5254,0.3919,0.5522,0.2204,0.3246,0.5120350109409191,0.7777777777777778,0.22413793103448276,77.70718878869802,0.0,0.0,0.0,41.10407527162103,0.0,77.77777777777779,31.603448275862068,78.4404319349436,0.0,15.84
atp_104122,Carlos Berlocq,tennis,Big 3 Era,0.0,0,136,330,0.0,0,0,2,3,3,26,0.3256,0.4636,0.25,0.2152,0.1399,0.4121212121212121,0.6666666666666666,0.11538461538461539,71.8802130481839,0.0,0.0,0.0,22.72202728970062,0.0,66.66666666666666,16.26923076923077,72.55847299285351,0.0,12.11
atp_104180,Gilles Muller,tennis,Big 3 Era,0.0,0,232,445,0.0,0,0,2,8,12,56,0.5272,0.4754,0.5556,0.384,0.272,0.5213483146067416,0.25,0.21428571428571427,89.44227912279317,0.0,0.0,0.0,42.817528236854265,0.0,25.0,30.21428571428571,90.28625429643773,0.0,12.96
atp_104198,Guillermo Garcia Lopez,tennis,Big 3 Era,0.0,0,299,653,0.0,0,0,5,9,13,62,0.4222,0.4964,0.4833,0.1621,0.1808,0.45788667687595713,0.5555555555555556,0.20967741935483872,89.71795517419483,0.0,0.0,0.0,31.14191502267189,0.0,55.55555555555556,29.56451612903226,90.56453162036546,0.0,13.92
atp_104214,Igor Andreev,tennis,Big 3 Era,0.0,0,238,469,0.0,0,0,4,10,11,52,0.4769,0.5339,0.4848,0.1901,0.2727,0.5074626865671642,0.4,0.21153846153846154,91.98217926644443,0.0,0.0,0.0,40.26286327667996,0.0,40.0,29.826923076923073,92.85012087616153,0.0,13.89
atp_104229,Yen Hsun Lu,tennis,Big 3 Era,0.0,0,162,398,0.0,0,0,0,1,7,38,0.4181,0.2222,0.4242,0.2036,0.2297,0.40703517587939697,0.0,0.18421052631578946,70.16774668949576,0.0,0.0,0.0,21.78630306202375,0.0,0.0,25.973684210526315,70.82984784319302,0.0,7.73
atp_104252,Florian Mayer,tennis,Big 3 Era,0.0,0,244,508,0.0,0,0,3,9,13,72,0.4322,0.5,0.6,0.2256,0.1179,0.48031496062992124,0.3333333333333333,0.18055555555555555,78.08402393057472,0.0,0.0,0.0,35.268249853173565,0.0,33.33333333333333,25.458333333333332,78.82082288406738,0.0,11.86
atp_104259,Philipp Kohlschreiber,tennis,Big 3 Era,0.0,0,482,882,0.0,0,0,8,20,27,135,0.529,0.559,0.5941,0.2307,0.1931,0.546485260770975,0.4,0.2,91.54050448852537,0.0,0.0,0.0,47.44220026382509,0.0,40.0,28.200000000000003,92.40427846576435,0.0,14.5
atp_104268,Alejandro Falla,tennis,Big 3 Era,0.0,0,114,283,0.0,0,0,0,2,4,30,0.3916,0.4286,0.3902,0.3003,0.2489,0.4028268551236749,0.0,0.13333333333333333,94.3460119324943,0.0,0.0,0.0,21.01206011491506,0.0,0.0,18.8,95.23625860984119,0.0,8.76
atp_104269,Fernando Verdasco,tennis,Big 3 Era,0.0,0,559,1007,0.0,0,0,7,23,28,137,0.525,0.599,0.5368,0.2116,0.2621,0.5551142005958292,0.30434782608695654,0.20437956204379562,89.67781423365231,0.0,0.0,0.0,49.02974460472035,0.0,30.434782608695656,28.817518248175183,90.52401191088283,0.0,13.91
atp_104273,Edouard Roger-Vasselin,tennis,Big 3 Era,0.0,0,84,209,0.0,0,0,0,2,2,20,0.4,0.3774,0.4571,0.2183,0.2753,0.4019138755980861,0.0,0.1,89.33565314468552,0.0,0.0,0.0,20.84409098908723,0.0,0.0,14.100000000000001,90.17862219819013,0.0,8.2
atp_104291,Malek Jaziri,tennis,Big 3 Era,0.0,0,100,243,0.0,0,0,0,1,3,16,0.4204,0.4386,0.2963,0.3803,0.1668,0.411522633744856,0.0,0.1875,79.89459930335813,0.0,0.0,0.0,22.61190139552885,0.0,0.0,26.437499999999996,80.6484828020975,0.0,8.42
atp_104312,Andreas Seppi,tennis,Big 3 Era,0.0,0,388,810,0.0,0,0,3,10,10,93,0.4543,0.4925,0.5625,0.2104,0.2466,0.47901234567901235,0.3,0.10752688172043011,85.75341286418943,0.0,0.0,0.0,35.02859596339623,0.0,30.0,15.161290322580644,86.56257998540407,0.0,11.55
atp_104327,Steve Darcis,tennis,Big 3 Era,0.0,0,119,256,0.0,0,0,2,3,3,22,0.461,0.4667,0.4571,0.2552,0.198,0.46484375,0.6666666666666666,0.13636363636363635,98.74651013073483,0.0,0.0,0.0,32.42187087952658,0.0,66.66666666666666,19.227272727272727,99.67827980221163,0.0,14.85
atp_104338,Juan Monaco,tennis,Big 3 Era,0.0,0,343,617,0.0,0,0,10,23,20,76,0.4638,0.6211,0.3889,0.188,0.2683,0.5559157212317666,0.43478260869565216,0.2631578947368421,69.23117412389857,0.0,0.0,0.0,49.177207627469464,0.0,43.47826086956522,37.10526315789473,69.88443780161208,0.0,14.01
atp_104339,Mario Ancic,tennis,Big 3 Era,0.0,0,208,344,0.0,0,0,3,11,13,54,0.5781,0.5738,0.7358,0.2932,0.2338,0.6046511627906976,0.2727272727272727,0.24074074074074073,76.03267736212888,0.0,0.0,0.0,58.14350893659004,0.0,27.27272727272727,33.94444444444444,76.75011985921984,0.0,14.03
atp_104386,Janko Tipsarevic,tennis,Big 3 Era,0.0,0,289,550,0.0,0,0,6,13,15,63,0.5356,0.5141,0.5278,0.2611,0.2533,0.5254545454545455,0.46153846153846156,0.23809523809523808,97.17419840504733,0.0,0.0,0.0,43.57298877744864,0.0,46.15384615384615,33.57142857142857,98.09113178126505,0.0,15.15
atp_104417,Robin Soderling,tennis,Big 3 Era,0.0,1,310,482,0.0,0,2,11,21,29,82,0.6447,0.6232,0.6047,0.2395,0.1597,0.6431535269709544,0.5238095238095238,0.35365853658536583,94.80259623032198,0.0,0.0,2.5,65.22713816638223,0.0,52.38095238095239,49.86585365853658,95.69715122601474,10.0,19.17
atp_104468,Gilles Simon,tennis,Big 3 Era,0.0,0,508,904,0.0,0,0,14,22,34,128,0.572,0.5539,0.5521,0.1844,0.1869,0.5619469026548672,0.6363636363636364,0.265625,97.1424130672762,0.0,0.0,0.0,50.286818788457936,0.0,63.63636363636363,37.453125,98.05904651781864,0.0,17.24
atp_104471,Ivan Dodig,tennis,Big 3 Era,0.0,0,118,258,0.0,0,0,1,2,4,28,0.454,0.4219,0.5484,0.2053,0.1755,0.4573643410852713,0.5,0.14285714285714285,82.92767374469862,0.0,0.0,0.0,31.045816168654866,0.0,50.0,20.14285714285714,83.71017726020649,0.0,12.63
atp_104527,Stan Wawrinka,tennis,Big 3 Era,3.0,1,591,981,0.0,0,4,16,32,63,171,0.606,0.6254,0.5,0.2188,0.2928,0.6024464831804281,0.5,0.3684210526315789,82.47517768758154,11.688311688311687,0.0,2.5,57.737894027943995,0.0,50.0,51.94736842105263,83.25341146128358,20.0,21.29
atp_104534,Dudi Sela,tennis,Big 3 Era,0.0,0,142,336,0.0,0,0,0,2,3,18,0.4492,0.1818,0.4815,0.1578,0.2303,0.4226190476190476,0.0,0.16666666666666666,57.29076431632978,0.0,0.0,0.0,24.653409322083697,0.0,0.0,23.5,57.83135857707891,0.0,7.11
atp_104542,Jo-Wilfried Tsonga,tennis,Big 3 Era,0.0,2,473,714,0.0,0,1,18,30,48,138,0.6765,0.604,0.6753,0.2949,0.2173,0.6624649859943977,0.6,0.34782608695652173,89.22137618692112,0.0,0.0,5.0,68.78004247552965,0.0,60.0,49.04347826086956,90.06326692582755,5.0,19.83
atp_104545,John Isner,tennis,Big 3 Era,0.0,1,489,809,0.0,0,0,16,31,29,109,0.6104,0.5503,0.6588,0.1879,0.2822,0.6044499381953028,0.5161290322580645,0.26605504587155965,85.88797023489863,0.0,0.0,2.5,58.106487822275646,0.0,51.61290322580645,37.513761467889914,86.69840703619549,0.0,16.85
atp_104547,Horacio Zeballos,tennis,Big 3 Era,0.0,0,91,224,0.0,0,0,2,3,1,10,0.3735,0.4531,0.1538,0.1168,0.2089,0.40625,0.6666666666666666,0.1,59.7529812828375,0.0,0.0,0.0,21.64184713241421,0.0,66.66666666666666,14.100000000000001,60.316808963086224,0.0,11.15
atp_104559,Teymuraz Gabashvili,tennis,Big 3 Era,0.0,0,116,316,0.0,0,0,0,0,4,27,0.3672,0.3905,0.2609,0.236,0.2125,0.3670886075949367,0.0,0.14814814814814814,82.06294995987726,0.0,0.0,0.0,14.436970501432778,0.0,0.0,20.888888888888886,82.83729396275187,0.0,7.46
atp_104571,Marcos Baghdatis,tennis,Big 3 Era,0.0,0,350,624,0.0,0,0,4,14,23,76,0.5728,0.4318,0.5789,0.2732,0.2795,0.5608974358974359,0.2857142857142857,0.3026315789473684,78.39301477752782,0.0,0.0,0.0,50.09373886838259,0.0,28.57142857142857,42.671052631578945,79.13272936114831,0.0,13.89
atp_104586,Lukas Rosol,tennis,Big 3 Era,0.0,0,124,284,0.0,0,0,2,4,4,30,0.3889,0.5248,0.381,0.2783,0.2447,0.43661971830985913,0.5,0.13333333333333333,79.01202179269868,0.0,0.0,0.0,27.229239722466815,0.0,50.0,18.8,79.75757731148137,0.0,11.95
atp_104593,Daniel Gimeno Traver,tennis,Big 3 Era,0.0,0,97,270,0.0,0,0,0,1,3,23,0.2537,0.4239,0.1053,0.2105,0.1291,0.3592592592592593,0.0,0.13043478260869565,58.6091743264235,0.0,0.0,0.0,12.996534260655945,0.0,0.0,18.391304347826086,59.16220907200952,0.0,5.77
atp_104597,Nicolas Almagro,tennis,Big 3 Era,0.0,0,400,679,0.0,0,0,13,23,19,89,0.4744,0.6565,0.4667,0.2138,0.2985,0.5891016200294551,0.5652173913043478,0.21348314606741572,72.10898463843398,0.0,0.0,0.0,55.28271849011864,0.0,56.52173913043478,30.101123595505612,72.78940326627334,0.0,15.36
atp_104607,Tomas Berdych,tennis,Big 3 Era,0.0,1,643,988,0.0,0,3,14,34,53,179,0.6484,0.6371,0.6869,0.1866,0.2826,0.6508097165991903,0.4117647058823529,0.29608938547486036,93.22148348433632,0.0,0.0,2.5,66.63571682886379,0.0,41.17647058823529,41.74860335195531,94.10111913855621,15.0,18.23
atp_104620,Simone Bolelli,tennis,Big 3 Era,0.0,0,123,291,0.0,0,0,0,1,2,48,0.3623,0.4746,0.5,0.1905,0.1892,0.422680412371134,0.0,0.041666666666666664,80.97513417351539,0.0,0.0,0.0,24.664699152223037,0.0,0.0,5.875,81.73921357304813,0.0,7.66
atp_104655,Pablo Cuevas,tennis,Big 3 Era,0.0,0,241,464,0.0,0,0,6,10,5,29,0.4065,0.5882,0.3889,0.1986,0.2679,0.5193965517241379,0.6,0.1724137931034483,71.35362127659694,0.0,0.0,0.0,42.45844471304499,0.0,60.0,24.31034482758621,72.02691231409844,0.0,13.98
atp_104660,Sergiy Stakhovsky,tennis,Big 3 Era,0.0,0,173,388,0.0,0,0,4,4,3,38,0.4661,0.375,0.4815,0.193,0.1677,0.44587628865979384,1.0,0.07894736842105263,85.05598887191805,0.0,0.0,0.0,28.932254944894332,0.0,100.0,11.13157894736842,85.85857511727897,0.0,15.6
atp_104665,Pablo Andujar,tennis,Big 3 Era,0.0,0,165,408,0.0,0,0,4,9,6,32,0.298,0.4958,0.1429,0.1975,0.1625,0.40441176470588236,0.4444444444444444,0.1875,54.07718697377548,0.0,0.0,0.0,21.303650308975392,0.0,44.44444444444444,26.437499999999996,54.587457996763874,0.0,9.84
atp_104678,Viktor Troicki,tennis,Big 3 Era,0.0,0,297,571,0.0,0,0,5,11,11,76,0.5272,0.5036,0.5156,0.1826,0.2015,0.5201401050788091,0.45454545454545453,0.14473684210526316,96.93625587509499,0.0,0.0,0.0,42.595242969183246,0.0,45.45454545454545,20.407894736842106,97.85094403137865,0.0,14.33
atp_104719,Marcel Granollers,tennis,Big 3 Era,0.0,0,203,453,0.0,0,0,4,7,7,43,0.4129,0.4813,0.4474,0.1717,0.2681,0.4481236203090508,0.5714285714285714,0.16279069767441862,91.12064607232986,0.0,0.0,0.0,29.3457169360901,0.0,57.14285714285714,22.953488372093023,91.98045827575012,0.0,13.6
atp_104731,Kevin Anderson,tennis,Big 3 Era,0.0,0,359,614,0.0,0,2,7,20,19,91,0.5939,0.5268,0.6184,0.1773,0.1843,0.5846905537459284,0.35,0.2087912087912088,87.68790757377728,0.0,0.0,0.0,54.47117460896229,0.0,35.0,29.43956043956044,88.51532854009126,10.0,15.08
atp_104745,Rafael Nadal,tennis,Big 3 Era,22.0,36,1090,1324,193.0,5,19,92,132,187,293,0.7721,0.9035,0.7835,0.13,0.2522,0.823262839879154,0.696969696969697,0.6382252559726962,81.10008877787786,85.71428571428571,51.19363395225464,90.0,98.36348240491424,62.5,69.6969696969697,89.98976109215016,81.86534724602276,95.0,78.74
atp_104755,Richard Gasquet,tennis,Big 3 Era,0.0,0,613,1031,0.0,0,0,16,33,37,158,0.5928,0.5833,0.641,0.2162,0.2588,0.5945683802133851,0.48484848484848486,0.23417721518987342,91.96778812227573,0.0,0.0,0.0,56.28848795533522,0.0,48.484848484848484,33.018987341772146,92.83559393750595,0.0,16.24
atp_104792,Gael Monfils,tennis,Big 3 Era,0.0,0,588,951,0.0,0,0,13,35,39,145,0.6433,0.5761,0.5595,0.1811,0.2134,0.6182965299684543,0.37142857142857144,0.2689655172413793,88.47954561366463,0.0,0.0,0.0,60.653970926380495,0.0,37.142857142857146,37.92413793103448,89.3144364572976,0.0,15.92
atp_104797,Denis Istomin,tennis,Big 3 Era,0.0,0,231,498,0.0,0,0,2,5,2,38,0.4517,0.4504,0.5395,0.2988,0.3196,0.463855421686747,0.4,0.05263157894736842,86.74065473602072,0.0,0.0,0.0,32.240039153671674,0.0,40.0,7.421052631578946,87.55913744756222,0.0,11.65
atp_104871,Jeremy Chardy,tennis,Big 3 Era,0.0,0,300,607,0.0,0,0,1,3,12,80,0.4896,0.512,0.4603,0.213,0.2363,0.4942339373970346,0.3333333333333333,0.15,93.2687500840967,0.0,0.0,0.0,37.829050281290684,0.0,33.33333333333333,21.15,94.14883174480403,0.0,12.82
atp_104898,Robin Haase,tennis,Big 3 Era,0.0,0,232,504,0.0,0,0,2,5,7,37,0.4412,0.5115,0.3929,0.2854,0.2284,0.4603174603174603,0.4,0.1891891891891892,84.51608285339103,0.0,0.0,0.0,31.589128304352815,0.0,40.0,26.675675675675674,85.31357455867307,0.0,12.41
atp_104918,Andy Murray,tennis,Big 3 Era,3.0,14,748,1017,37.0,1,10,46,71,107,206,0.7381,0.6707,0.7947,0.3364,0.2234,0.7354965585054081,0.647887323943662,0.5194174757281553,83.88279351036314,11.688311688311687,9.814323607427056,35.0,82.2163234092069,12.5,64.7887323943662,73.2378640776699,84.67430951278418,50.0,34.44
atp_104919,Leonardo Mayer,tennis,Big 3 Era,0.0,0,180,378,0.0,0,0,2,5,2,36,0.4303,0.5225,0.4571,0.2108,0.2744,0.47619047619047616,0.4,0.05555555555555555,87.68652982855232,0.0,0.0,0.0,34.509431033729285,0.0,40.0,7.833333333333332,88.51393779449582,0.0,11.95
atp_104925,Novak Djokovic,tennis,Big 3 Era,24.0,40,1180,1418,377.0,8,20,101,145,267,390,0.8438,0.7989,0.8571,0.2149,0.1242,0.8321579689703809,0.696551724137931,0.6846153846153846,92.08234427399212,93.5064935064935,100.0,100.0,100.0,100.0,69.6551724137931,96.53076923076924,92.95123103828786,100.0,95.46
atp_104926,Fabio Fognini,tennis,Big 3 Era,0.0,1,427,826,0.0,0,0,9,20,17,95,0.46,0.5684,0.4902,0.2068,0.2553,0.5169491525423728,0.45,0.17894736842105263,85.47564405565524,0.0,0.0,2.5,42.0081744828909,0.0,45.0,25.231578947368423,86.28219015713834,0.0,14.14
atp_104999,Mischa Zverev,tennis,Big 3 Era,0.0,0,134,334,0.0,0,0,1,3,7,32,0.4072,0.3165,0.5,0.1935,0.2278,0.40119760479041916,0.3333333333333333,0.21875,76.17871176299727,0.0,0.0,0.0,20.712312150627273,0.0,33.33333333333333,30.843749999999996,76.8975322371483,0.0,10.56
atp_105023,Sam Querrey,tennis,Big 3 Era,0.0,0,387,718,0.0,0,0,10,21,23,89,0.5456,0.4333,0.624,0.2037,0.2267,0.5389972144846796,0.47619047619047616,0.25842696629213485,75.1145345684822,0.0,0.0,0.0,46.06455645734845,0.0,47.61904761904761,36.438202247191015,75.82331349246995,0.0,14.31
atp_105041,Lukas Lacko,tennis,Big 3 Era,0.0,0,98,246,0.0,0,0,0,2,0,20,0.4205,0.2,0.4222,0.3268,0.2031,0.3983739837398374,0.0,0.0,66.8198613429256,0.0,0.0,0.0,20.192824970200732,0.0,0.0,0.0,67.45037193179799,0.0,6.07
